reviewId,review,score,gender,location,date
gen_62ef6657,"Untuk menikmati musik offline saja saya harus membayar premium. playlist juga harus diupgrade menjadi versi premium. Meskipun begitu, iklan masih muncul dan lebih baik jika dihilangkan daripada membuat pengguna lain terganggu",2,male,"Marseille, France",2018-08-01
gen_d916a245,Erase the 'create' option altogether; it's pointless and nobody likes cluttering up their app with unused features,2,male,"Santa Cruz, Bolivia",2021-07-02
gen_ccc0c39c,"Although I think the app is nice overall, the DJ function breaks down frequently. You might catch yourself stuck in a loop of the same 5 or 6 songs over and over again, which can be pretty frustrating – especially if you want to discover new music rather than just listen to your own playlists",2,male,"Barcelona, Spain",2018-01-03
gen_669e6a41,Here are the paraphrased comments:,2,male,"Lagos, Nigeria",2020-04-08
gen_d08987cc,"* Bring back the ""Unplayed"" filter in the podcasts, or I'll be extremely disappointed!",2,male,"Warsaw, Poland",2018-05-08
gen_6f13a3f0,* Well done!,2,male,"Philadelphia, United States",2020-10-23
gen_acda0862,* The interface is ridiculously complicated - it takes ages to add multiple songs to playlists and shuffle playback is a nightmare,2,male,"Rabat, Morocco",2019-12-23
gen_c67bb090,* What's with all these new podcast features?,2,male,"Lagos, Nigeria",2019-11-20
gen_cfbf57ec,* It's really frustrating that lyrics can't be accessed when viewing horizontally,2,male,"Glasgow, United Kingdom",2017-12-06
gen_0b7c0096,"* Horrible decision to add podcasts, if you ask me",2,female,"Buenos Aires, Argentina",2022-02-22
gen_59e1450b,"* I'm thoroughly unimpressed by the lack of ""Unplayed"" filter in podcasts",2,female,"Queenstown, New Zealand",2022-04-20
gen_c257b4ed,* The addition of podcasts is a major step back for this app,2,male,"Lima, Peru",2021-10-18
gen_a30b8eb6,* Great job on making playlists so tedious to use and shuffle playback such a hassle!,2,male,"Frankfurt, Germany",2018-07-01
gen_a4de6b61,Here are the paraphrased comments:,2,female,"Córdoba, Argentina",2022-03-01
gen_c8148570,"* Now I'm thoroughly disappointed with this app, it's causing me constant login issues",2,male,"Windhoek, Namibia",2020-07-01
gen_a090ccc6,"* The free version is severely limited, making it difficult to navigate through my music collection",2,male,"Dallas, United States",2020-08-13
gen_04d2432e,"* You asked for feedback, so here it is: I'm frustrated because I can't listen to audiobooks without interruptions",2,male,"Warsaw, Poland",2018-01-09
gen_bf164eb3,"* As a premium member, I expect to have access to all features without additional charges",2,male,"Algiers, Algeria",2019-10-10
gen_a29b2772,* This app's business model is incredibly disappointing - everything's locked behind a paywall,2,male,"San Antonio, United States",2020-09-27
gen_0f1ea6a6,"* I paid extra for the premium version to avoid ads, but now I'm getting charged more and seeing more ads instead",2,male,"Budapest, Hungary",2018-05-16
gen_b987b19a,* The new policy change is completely unacceptable - it feels like they're nickel-and-diming me,2,male,"Pretoria, South Africa",2020-02-07
gen_85eff71f,* It's infuriating that I have to pay extra to listen to my audiobooks without interruptions,2,male,"Amsterdam, Netherlands",2018-11-19
gen_d92c0897,* The app's complete lack of features in the free version makes it nearly unusable,2,male,"Karachi, Pakistan",2019-04-01
gen_94fb3175,Here are 8 paraphrases for each comment while keeping exactly the same sentiment:,2,male,"Vienna, Austria",2018-01-19
gen_b10e3bfb,Comment 1:,2,male,"Rio de Janeiro, Brazil",2021-09-16
gen_e294f159,"The placement of the 'create' button in the library section is a baffling design choice, making it unnecessarily inconvenient to access the most frequently used feature. Furthermore, since this update, the app has been prone to sudden terminations without warning or justification, having already crashed multiple times on me over the past day",2,male,"Lima, Peru",2021-10-18
gen_ee99cf18,"The new update's GUI design is a step back, burying the 'create' button in an awkward location where it conflicts with library access. Additionally, I've experienced inexplicable shutdowns and random music stoppages on this version, which has happened about 5 or 6 times within the last day alone when opening my phone",2,male,"Rio de Janeiro, Brazil",2021-06-14
gen_f8b5980b,"It's astonishing how poorly designed the new update is, hiding the 'create' button in an inconvenient spot right in the library area. And if that weren't enough, it randomly terminates without explanation, crashing multiple times over the past day when accessing certain features",2,male,"Dublin, Ireland",2018-09-21
gen_50563f78,"The recent update made a questionable design choice by placing the 'create' button where the library usually is, leading to unnecessary complexity and confusion when trying to access frequently used functions. What's more, this version has the annoying habit of shutting down unexpectedly without giving any reason or warning, which has happened multiple times over the past day alone",2,male,"Paris, France",2018-07-04
gen_5a4d310b,"The latest update's GUI design choice to put the 'create' button in the library area is a major misstep, making it harder than necessary for users to access their most used features. Moreover, since this update, I've experienced repeated, unexplained shutdowns and abrupt music stoppages on my device",2,male,"Milan, Italy",2018-05-13
gen_6118ee38,"This new Spotify update has made some regrettable design choices, such as placing the 'create' button in an odd spot where it conflicts with library functionality. What's even more frustrating is that it crashes without any warning or explanation whenever I try to use certain features, which has happened multiple times over the past day",2,male,"Hamburg, Germany",2018-05-08
gen_e93940d6,Here are the paraphrased comments:,3,male,"Rio de Janeiro, Brazil",2018-05-09
gen_b40255c3,"Could we please add a ""song repeat"" option, that would be awesome? By the way, it's like Spotify on my phone",3,female,"Suva, Fiji",2019-07-30
gen_3e009bd1,"The app keeps stalling and jumping tracks randomly on my Nuu A25, even though I've got a brand new device and paid for premium support. It still says background activity needs to be enabled when it already is",3,female,"Port Moresby, Papua New Guinea",2019-06-29
gen_64c0d6ba,"As long as ads are involved, I'm starting to suspect that free users have their max volume capped, which doesn't seem right",3,female,"Suva, Fiji",2019-11-13
gen_4043d2fa,The ad overload on this platform is unbelievable – every single song seems to have an ad in between,3,female,"Brisbane, Australia",2019-10-30
gen_aa468c2b,It's outrageous that non-premium users can still listen to music while we're bombarded with ads; it feels like Spotify is shamelessly taking advantage of its free users,3,male,"Brussels, Belgium",2014-12-31
gen_6d41af5d,Here are the paraphrases:,3,male,"Kuala Lumpur, Malaysia",2015-11-29
gen_c7005526,"Improved, that's a relief",3,male,"San Diego, United States",2017-09-03
gen_82cbfa21,Decent,3,female,"Sydney, Australia",2019-08-31
gen_33893882,It gets my approval! 👍,3,male,"Vienna, Austria",2015-02-20
gen_4848311a,This app tops my list,3,male,"Hanoi, Vietnam",2016-05-11
gen_27edd75b,"Spotify is solid, but those ads can be frustrating – especially since they pop up so often, even with premium. Four stars if you're subscribed; I'd give it two and a half otherwise",3,female,"Quito, Ecuador",2018-12-05
gen_a108dc72,I'm pleased with the progress,3,female,"Wellington, New Zealand",2019-08-26
gen_f2c940a9,It's satisfactory,3,male,"Kathmandu, Nepal",2016-04-01
gen_3d24dffe,The thumbs up for this one! 👍,3,male,"Salvador, Brazil",2018-05-12
gen_de327026,This app has earned my loyalty,3,male,"Montreal, Canada",2017-09-25
gen_50f3be62,Here are the paraphrased comments:,3,female,"Hobart, Australia",2019-08-28
gen_e172b475,It would be great if we had more options to choose from while using free mode,3,male,"Oslo, Norway",2014-12-18
gen_49d8b65c,The app's performance seems a bit sluggish,3,male,"Windhoek, Namibia",2016-10-28
gen_12da6077,"For a non-paying user, there's an overwhelming number of ads",3,female,"Perth, Australia",2019-04-22
gen_de9e674a,"When I close Spotify after pausing music or podcasts, it often continues playing in the background even when I'm using another app",3,male,"Dallas, United States",2017-08-05
gen_b5b0e52a,"A pleasant feature, indeed",3,female,"Bogotá, Colombia",2019-02-15
gen_ea160061,Here are the paraphrased comments:,3,male,"Seattle, United States",2017-11-20
gen_6468cfc2,* The app freezes every time I try to launch it,3,male,"Kampala, Uganda",2017-01-03
gen_53adb4d6,* It has a pleasant design,3,male,"Cape Town, South Africa",2017-06-23
gen_37da11e3,"* This app was initially great but its performance deteriorated significantly after repeated use, leading to frequent shutdowns and frustrating experiences. To reach 5 stars, please address this issue promptly",3,male,"Beijing, China",2016-03-13
gen_999db6a0,"* Initially, the app performed well, but subsequent updates introduced several issues, including persistent ads despite my premium subscription, and inconsistent offline playback functionality, which is a critical feature for me as a paying customer",3,male,"Jeddah, Saudi Arabia",2016-04-21
gen_09b6af45,"* Although I think it's a decent app, its mobile version lags behind the computer version in terms of artist listings and song availability, leading to some missing information. Does the paid version offer improved features?",3,male,"Brasília, Brazil",2018-06-14
gen_41f7c035,Here are 10 paraphrases of the original comments:,3,male,"Tijuana, Mexico",2017-08-25
gen_89fc0314,"While I love this app for music and podcasts, it's annoying that free users deal with so many ads and obstacles",3,male,"Brasília, Brazil",2018-10-31
gen_af4889b3,"Unfortunately, the app has been experiencing some issues lately - it starts cutting off mid-song, but updating may resolve the problem",3,female,"Santiago, Chile",2018-12-07
gen_1a64cb8f,"It was alright, but now it seems to be having some technical difficulties that make it hard to use",3,male,"Accra, Ghana",2017-06-07
gen_bd82d1e9,I'm a bit disappointed because of all the ads and obstacles in the free version - it's making me hesitant to continue using it,3,male,"Riyadh, Saudi Arabia",2015-11-22
gen_75d2dff0,"The app is great for music and podcasts, but it would be better if there were fewer ads in the free version",3,male,"Rosario, Argentina",2018-10-15
gen_5204c093,"Lately, the app has been experiencing some problems that make it difficult to use, especially with all the premium prompts popping up",3,male,"Phoenix, United States",2017-11-21
gen_fd5d9d28,I'm not sure if I'll continue using this app due to its tendency to cut off mid-song and prompt users to upgrade to premium,3,male,"Monterrey, Mexico",2017-10-28
gen_51c5f8c8,"The addition of the Create button is a bit cluttered and unnecessary, making the user interface feel overwhelming",3,male,"Taipei, Taiwan",2016-08-09
gen_0ddf610a,It's frustrating that this app keeps interrupting music playback with ads and premium promotions - it's hard to enjoy without upgrading,3,male,"Addis Ababa, Ethiopia",2017-03-15
gen_a3986977,Here are 10 paraphrases of the original comments:,3,female,"Wellington, New Zealand",2019-12-15
gen_821bad6f,"I'm really enjoying this app, but they need to fix the PC connectivity issues ASAP",3,male,"Tunis, Tunisia",2016-12-14
gen_7e4378a8,"The abundance of music options is great, but I wish there was a way to access them all without paying extra for premium",3,female,"Port Moresby, Papua New Guinea",2019-10-09
gen_d11241b7,"It's great that the app has a diverse music selection, but unfortunately, the constant commercials are driving me crazy",3,female,"Canberra, Australia",2019-11-28
gen_55fe2286,"Good tunes, but the annoying thing is that it takes multiple attempts to get my playlist going after unlocking my screen",3,male,"Philadelphia, United States",2017-09-21
gen_c599c8ef,"I adore this app, but please stop changing its layout so much - it's really frustrating!",3,male,"Abuja, Nigeria",2016-11-30
gen_b742e7cb,"The app has a fantastic music library, but I'm getting tired of the constant updates messing up its original design",3,male,"Kumasi, Ghana",2017-05-21
gen_4d2dac86,"It's wonderful that they have such a vast collection of songs, but what gets me is when it takes too many tries to load my playlist after a screen lock",3,female,"Hobart, Australia",2019-03-04
gen_b91729db,"Love this app, but I wish they'd keep the layout consistent - constantly changing it is really annoying!",3,male,"Durban, South Africa",2017-02-09
gen_7719643c,The only thing keeping me from giving it 5 stars is that the playlist loads take too long after my screen locks and unlocks,3,female,"Auckland, New Zealand",2019-07-04
gen_9d6f4da3,Here are the paraphrased comments:,3,male,"Oslo, Norway",2015-07-12
gen_abaa7ea9,* There are just too many ads popping up everywhere,3,male,"Stockholm, Sweden",2014-11-25
gen_24b592fd,"* Unfortunately, this app falls short in several areas. Specifically, playlists that I've marked as offline-friendly keep getting deselected by Spotify, making it nearly impossible to use on my phone due to constant notifications prompting me to delete data or sync won't work otherwise",3,female,"Christchurch, New Zealand",2019-05-26
gen_3a5b65e3,* The app's tendency to crash in the background is really annoying when trying to enjoy music,3,female,"Buenos Aires, Argentina",2018-12-24
gen_4765a5f9,"* Not a fan of ads, it's all too much",3,male,"Abuja, Nigeria",2016-11-30
gen_1b5e4822,"* This app is not great, several issues need fixing",3,male,"Santa Cruz, Bolivia",2018-11-05
gen_f3fb7960,"* It crashes constantly in the background while I'm listening to music, which is frustrating",3,female,"Perth, Australia",2019-07-19
gen_854177b8,* Too many ads ruin the experience,3,male,"Santa Cruz, Bolivia",2018-05-08
gen_07247a72,"* Unfortunately, this app doesn't meet my expectations in several areas",3,female,"Melbourne, Australia",2019-07-11
gen_0495891a,* The constant ads are overwhelming and annoying,3,male,"Phoenix, United States",2017-12-14
gen_df275f9e,Here are the paraphrased comments:,3,male,"Nairobi, Kenya",2017-05-17
gen_e3c86057,The usability could use some improvement for a seamless experience like SoundCloud or YouTube,3,male,"Madrid, Spain",2015-03-23
gen_f36b1d06,"I'm having trouble figuring out what's wrong, but it seems that premium membership isn't enough to display lyrics sometimes; reinstalling didn't help, and it also doesn't match on my laptop - any suggestions would be appreciated",3,male,"Munich, Germany",2015-06-02
gen_fdd4336a,"It meets the bare minimum, but something is lacking in this app",3,male,"Bali, Indonesia",2016-04-16
gen_0f05b47d,"This app has its good points, but I think it's unfair that non-premium users can't access as many features as they should be able to",3,male,"Lusaka, Zambia",2016-10-24
gen_66726f0b,The issue with blocked artists still persists; could you please resolve this problem?,3,male,"Addis Ababa, Ethiopia",2016-12-27
gen_0da79872,Here are the paraphrased comments:,3,male,"Geneva, Switzerland",2015-05-07
gen_9b38be25,I'm really disappointed with the limited skips and inability to choose specific songs,3,male,"Seville, Spain",2015-04-16
gen_8075cf3b,"Allow looping without restrictions, it would make a huge difference",3,male,"Abu Dhabi, United Arab Emirates",2015-12-25
gen_071101a9,"I love using this app, but the constant ads are really frustrating, and I wish I could explore my own playlists without being interrupted",3,male,"San Antonio, United States",2017-09-18
gen_ef3fdebf,"The main issue is the overwhelming number of ads, making it difficult to enjoy the app as intended",3,male,"Seville, Spain",2015-10-04
gen_d30e787e,"Due to its temperamental nature, I've had to edit down my music library; the algorithm's tendency to repeat songs is also a major drawback. Additionally, when searching for specific songs, I often find the recommendations don't match what I'm looking for. It's made me hesitant to rely on online music services",3,male,"Bogotá, Colombia",2018-10-29
gen_400e11ca,"Having experienced the app firsthand since its inception, I was initially satisfied with Spotify as my go-to service; however, over time, certain limitations have left me questioning my decision",3,female,"Brisbane, Australia",2019-08-10
gen_bc6dc53d,"You're asking us to pay extra for everything, which doesn't make sense. Furthermore, we can't skip to specific parts of songs, change tracks on demand, or listen to the same song repeatedly without restrictions",3,male,"Vancouver, Canada",2017-07-20
gen_47fb2603,I don't understand why you're pushing users towards premium subscriptions when there are so many limitations in place already. It's baffling that we can't even skip to a particular time in a song or switch tracks at will; it's just too restrictive,3,female,"Hobart, Australia",2019-11-02
gen_c2d5e36b,Here are the paraphrased comments:,3,male,"Brasília, Brazil",2018-06-14
gen_9eb4544f,"* The sign-in process on your app is unnecessarily complicated due to the vpn blocking issue, whereas it works smoothly on your website. This needs fixing",3,male,"Kampala, Uganda",2017-01-02
gen_522406a1,* There's an overwhelming number of ads displayed within the app,3,female,"Melbourne, Australia",2019-07-16
gen_dcae02a7,* The app is plagued by excessive advertising,3,male,"San Jose, United States",2018-04-10
gen_3bf94ecd,"* I've been dealing with a persistent bug that causes Spotify to jump back to the top of my playlist whenever I switch between apps and then return to Spotify, which disrupts my listening experience. Additionally, pressing the home button occasionally skips to a random song in my library, rather than continuing playback from where it left off",3,female,"Buenos Aires, Argentina",2018-12-24
gen_81128f3a,"* Unfortunately, I love the app but its limitations - excessive ads and restricted access to my own playlists - are major drawbacks for me",3,female,"Port Moresby, Papua New Guinea",2019-06-29
gen_1f43f933,Note: I've tried to keep the same tone and sentiment as the original comments while paraphrasing them,3,female,"Suva, Fiji",2019-09-14
gen_a16a3b6c,Here are the paraphrased comments:,3,male,"Lisbon, Portugal",2015-08-06
gen_457a506e,This app is satisfactory,3,male,"Guadalajara, Mexico",2017-12-16
gen_c109e914,I'm really frustrated when I try to view lyrics because it always takes me back to the home screen!,3,male,"Taipei, Taiwan",2015-11-25
gen_a0341e4e,"There's an overwhelming number of ads in this app, making it difficult to enjoy music without interruptions",3,male,"Hong Kong, China",2016-07-08
gen_80515d14,"The new ""Create"" button is pointless - it replaced a more useful feature that was easily accessible before",3,male,"Rabat, Morocco",2016-11-12
gen_2120fbd0,"Spotify, please be considerate and reduce the number of songs I have to listen to before you let me play my preferred ones!",3,male,"Houston, United States",2017-10-20
gen_aac62203,"Please, Spotify, consider my request and remove this repetitive song from the playlist",3,male,"Frankfurt, Germany",2014-11-25
gen_226d5ea4,Here are the paraphrased comments:,3,male,"Lusaka, Zambia",2016-10-24
gen_46dcfe21,"I'm paying for Spotify premium to avoid ads, but now it's pushing me to enable Bluetooth, which I've deliberately turned off. I tried to report this issue in the settings, but there's no feedback option",3,female,"Nadi, Fiji",2019-07-19
gen_20062c6e,"For an optimal experience, you know what would be great?",3,male,"Mombasa, Kenya",2016-11-21
gen_f4b5ff1e,"Spotify is a solid app, and I prefer it over YouTube Music. However, I'm having trouble with their scanning feature – after scanning a code, nothing played or appeared on my screen",3,male,"Abu Dhabi, United Arab Emirates",2015-12-25
gen_a08f4b92,"Every time I try to play a song, something else comes on instead",3,male,"San Diego, United States",2017-09-03
gen_26ff9e5c,It's not functioning properly,3,female,"Salvador, Brazil",2018-11-25
gen_374450c0,Here are 10 paraphrased comments with the same sentiment:,3,female,"Gold Coast, Australia",2019-07-25
gen_bd78dd64,"The enhanced shuffle plus feature has been problematic for me when trying to access my playlists or liked music, and I wish the DJ's randomization was more drastic, like suddenly switching between genres each time",3,female,"Christchurch, New Zealand",2019-06-02
gen_0408ca25,Ads keep interrupting my experience,3,female,"Arequipa, Peru",2018-12-23
gen_53a161fb,"I'm a premium subscriber and generally enjoy this app, but lately, it's been plagued by crashes that prevent me from performing even basic tasks, such as skipping songs or accessing the song menu",3,male,"Lahore, Pakistan",2016-08-01
gen_11aac2da,One feature I appreciate is the ability to exit the app while continuing music playback,3,male,"Calgary, Canada",2017-07-30
gen_017fba16,It's not terrible,3,male,"Brussels, Belgium",2015-11-05
gen_7fdfba32,"The enhanced shuffle plus has been finicky for me when trying to play music from my playlists or liked tracks, and I think it would be more engaging if the DJ's shuffling was more unpredictable",3,male,"Quebec City, Canada",2017-07-23
gen_ae51e6f9,Advertisements keep popping up unexpectedly,3,male,"Jacksonville, United States",2017-08-02
gen_1c435264,"As a premium user, I've been tolerating some app crashes that make it hard to use basic features like skipping songs or accessing the menu",3,male,"San Diego, United States",2017-09-03
gen_c09db646,I like how you can close the app and still have music playing in the background,3,male,"Lusaka, Zambia",2017-04-10
gen_89d84770,Here are the paraphrased comments:,3,male,"New York, United States",2017-09-08
gen_3fb0686d,"This app has been really struggling lately, constantly playing a small selection of songs in a loop. It's frustrating because I have a large playlist and only hear about 30% of it",3,female,"Perth, Australia",2019-07-19
gen_cabc8a3a,I'd like to view lyrics for every song available on the platform,3,female,"Auckland, New Zealand",2019-07-04
gen_d2e619ae,"The service is somewhat decent, but it fails to display lyrics even when subscribed, while others can access them without being subscribed and with extra data usage",3,male,"Prague, Czech Republic",2015-07-29
gen_59cf2b43,"It's outrageous that basic features like ""play in order"" and ""normal shuffle"" are now locked behind a premium paywall",3,male,"Singapore, Singapore",2016-06-27
gen_ad305e59,It's not terrible,3,male,"Los Angeles, United States",2017-10-28
gen_25b1d2dc,Here are 10 paraphrased comments with the same sentiment:,3,male,"Rabat, Morocco",2017-06-13
gen_a8399c21,"For an app I'm shelling out cash for, it's got some serious technical issues that need addressing",3,female,"Suva, Fiji",2019-09-01
gen_fb95191c,"If you could enable free song rewinding, this app would be much more user-friendly",3,male,"Vancouver, Canada",2017-08-24
gen_ff27dd67,"The app is decent overall, but there are still some issues with incomplete song libraries and inconsistent playback modes",3,male,"Madrid, Spain",2015-03-23
gen_c7d43449,"Everything was working fine until the update, now I'm stuck with a login problem - can someone assist me?",3,male,"Tripoli, Libya",2017-06-19
gen_e08031fe,"This premium app keeps freezing on my brand new phone, which is really frustrating given its cost",3,male,"Toronto, Canada",2018-02-28
gen_c296d4bb,"Given that I've paid for this app, it's surprising how often it crashes and skips songs randomly",3,female,"Canberra, Australia",2019-06-16
gen_a47547b1,"Despite being a paying customer, I'm experiencing some major issues with playback on my new device",3,female,"Brisbane, Australia",2019-10-30
gen_851a185c,"The app has a few quirks, including incomplete song listings and finicky playback settings",3,male,"Brasília, Brazil",2018-10-07
gen_b9b7fe90,"I'm having trouble logging in after the update, which is pretty annoying considering how good this app usually is",3,male,"Los Angeles, United States",2018-04-20
gen_680ea0c1,Here are the paraphrased comments:,3,male,"Pretoria, South Africa",2016-11-19
gen_4e4cb6a9,"It's a good app, but you need to pay extra to download your own music",3,male,"Vienna, Austria",2015-01-27
gen_81c5da90,Three thumbs up!,3,male,"Philadelphia, United States",2017-07-07
gen_23c8e676,"While I understand there are ads, there's an overwhelming number of them in my opinion, and being unable to choose which song to play is a major flaw - it keeps playing songs that aren't even on my playlist",3,male,"Stockholm, Sweden",2015-09-03
gen_a177569a,"I couldn't function without this app, but it's quite clunky to use. It has some usability issues, especially with volume control when connected to devices or Samsung smart TVs",3,female,"Auckland, New Zealand",2019-07-04
gen_e6d19bd0,"This app is a prime example of miserliness - YouTube and Apple Music are much better alternatives, making Spotify seem like a scam",3,male,"Austin, United States",2017-11-06
gen_e7e0d7c6,Here are 10 paraphrased comments with the same sentiment:,3,male,"Zurich, Switzerland",2015-02-07
gen_03a0e7a9,"* Great app for listening to music, but I'm getting tired of ads playing right after every song - it's really annoying and could be improved with fewer ads per track",3,male,"Madrid, Spain",2015-01-21
gen_405a41f2,"* The recent updates on Spotify have made some improvements, but it still has a way to go before being perfect - as long as they don't start charging us for everything we listen to, it'll be okay",3,male,"Kampala, Uganda",2016-10-01
gen_31f774dd,"* I used to love this app, but now the podcasts are getting all out of order, so I'm finishing an episode and expecting the next one, but it starts playing the previous one instead",3,male,"Athens, Greece",2015-06-21
gen_e1ad753c,"* The music quality is decent, but the app can be quite temperamental - sometimes it just shuts down or stops working altogether, which is really frustrating when you're on a motorcycle",3,female,"Auckland, New Zealand",2019-05-28
gen_1eb25f23,* This app keeps crashing on me,3,male,"Riyadh, Saudi Arabia",2015-11-22
gen_41f15456,"* Music streaming is where Spotify shines, but their monetization strategies are still a bit off-base if they keep pushing for paid content",3,male,"Denver, United States",2017-08-03
gen_35fb1a38,* I was a big fan of this app until the podcast playback issues started - now it's just not what it used to be,3,male,"Alexandria, Egypt",2017-04-25
gen_20695d1e,"* The music quality is alright, but don't even get me started on how often the app crashes or stops working altogether",3,male,"Madrid, Spain",2015-01-21
gen_1316121c,"* Spotify's been trying to clean up their act with recent updates, but it still has a way to go before I'd call it perfect",3,female,"Adelaide, Australia",2019-10-26
gen_5dda4fb9,Here are 10 paraphrases of the comments:,3,male,"Seattle, United States",2017-09-05
gen_0bef08e6,"* The audio quality could be improved, along with more detailed production credits and a fixed queue feature that remembers inputted songs. Additionally, Android Auto's integration is flawed when interpreting voice commands from Spotify",3,male,"Dublin, Ireland",2015-03-07
gen_c9574e40,"* A mysterious ""create"" icon has appeared in my toolbar, prompting me to wonder what I've done to warrant this punishment. I simply want to access my library without being forced into unwanted creation",3,female,"Suva, Fiji",2019-10-04
gen_d4939cc9,* The current state of music on this platform is concerning - hackers are a problem and new rock bands are few and far between,3,male,"Edinburgh, United Kingdom",2015-07-05
gen_4f28f1d6,* Spot IMI remains the standard for quality,3,male,"Bali, Indonesia",2016-09-05
gen_9b626aa5,"* It's frustrating that I'm unable to view lyrics properly, as they constantly redirect me back to the homepage",3,male,"Los Angeles, United States",2017-12-01
gen_5ffc8220,"* There's room for improvement in terms of audio quality, particularly compared to Bandcamp, which offers superior sound but a less user-friendly interface. Searching for music in non-English languages is also challenging",3,male,"Arequipa, Peru",2018-09-27
gen_4c2e45b7,"* A revamped production credits section and enhanced audio quality would be a welcome addition, as well as improvements to the queue feature that often gets stuck. Android Auto's integration with Spotify needs refinement too",3,male,"Algiers, Algeria",2016-11-28
gen_1ffd3deb,"* I'm baffled by the appearance of a ""create"" icon on my toolbar - it feels like an unwarranted restriction when all I want is access to my library",3,male,"Medellín, Colombia",2018-09-03
gen_f032e33e,"* The platform's music offerings are underwhelming, with hackers posing a significant threat and new rock bands being scarce",3,male,"Dallas, United States",2017-09-18
gen_419bae4f,Here are the paraphrased comments:,3,male,"Rome, Italy",2015-01-19
gen_966f1ec8,"I'm relieved to see some UI updates finally, it seemed like you guys were MIA at Spotify HQ! Please give your app some attention, this outdated design needs a refresh",3,male,"Harare, Zimbabwe",2017-05-11
gen_3f817f42,It'd be great if you added a quick feedback option. The algorithm should just keep discovering new music without requiring playlists. Consider using Android notifications to alert me about new tracks from my favorite bands,3,male,"Kuala Lumpur, Malaysia",2015-11-29
gen_9e3ab139,There's an overwhelming amount of ads,3,male,"Cancun, Mexico",2017-12-15
gen_8fd13d95,"Some songs are decent, but the inability to skip them when they're not your cup of tea can get old quickly",3,male,"Beijing, China",2015-12-20
gen_0f48ef53,"I've had a great experience discovering music on Spotify thanks to its excellent song recommendations, sound quality, and playlists. However, the free version has some frustrating limitations like limited skips and annoying ads that make me consider upgrading to Premium",3,male,"Tunis, Tunisia",2017-05-25
gen_652037a4,It's great to see you're working on UI updates - this outdated design was starting to feel stale!,3,male,"Doha, Qatar",2016-05-28
gen_ebaa4df6,"The algorithm should just keep discovering new music without requiring playlists, and maybe use Android notifications to alert users about new tracks from their favorite bands",3,male,"Dakar, Senegal",2016-09-15
gen_7fb56862,I'm really tired of seeing so many ads,3,male,"Dublin, Ireland",2014-11-15
gen_b4c6092a,"Some songs are decent, but the lack of control over skipping can get annoying when you encounter ones you don't like",3,male,"Pretoria, South Africa",2017-01-30
gen_0c24447e,Here are the paraphrased comments:,3,male,"Santiago, Chile",2018-09-09
gen_2f6b93ed,"* The app has a wide selection of songs with various styles, but there's occasionally an ad that interrupts your listening experience after 30 minutes of ads-free playback",3,female,"Sydney, Australia",2019-05-02
gen_b464f62b,* This application is quite enjoyable to use,3,male,"Windhoek, Namibia",2017-04-07
gen_f93f6859,"* As someone who learns music in offline mode, this app isn't very helpful for me",3,male,"Mexico City, Mexico",2017-12-08
gen_494e6e14,* I'd give it two thumbs up,3,male,"Nairobi, Kenya",2016-09-18
gen_451f4c60,* You need to sort out the ad issue on this app,3,female,"Santiago, Chile",2019-02-12
gen_07fbe5a5,"* There's an abundance of songs with different styles available, but you'll still encounter ads after 30 minutes of listening without interruptions",3,male,"Warsaw, Poland",2015-04-15
gen_221bc742,* The application is a pleasure to use,3,male,"Córdoba, Argentina",2018-08-20
gen_de01a216,"* Unfortunately, I don't find much value in learning music through this app since it requires internet access",3,male,"Tokyo, Japan",2016-05-12
gen_37d46a8a,* It was definitely worth the try,3,female,"Melbourne, Australia",2019-07-16
gen_94553124,Here are the paraphrased comments:,3,male,"Tripoli, Libya",2017-06-09
gen_ecaf0f5a,* The hotel is satisfactory 😊😊😊,3,male,"Tel Aviv, Israel",2016-02-17
gen_7774f31e,"* With a paid subscription, this service is decent, but it's plagued by ads otherwise",3,male,"Addis Ababa, Ethiopia",2017-03-27
gen_5ef0e7ed,"* It's fine, but I prefer the previous version; also, the free premium trial isn't working for me",3,male,"Guangzhou, China",2016-01-13
gen_e4d6f088,* I've made the switch to YouTube Music and had no issues,3,male,"Rome, Italy",2015-08-17
gen_7246d11b,"* In terms of music selection, it's average 😊😊😊",3,female,"Canberra, Australia",2019-10-17
gen_328359d2,Here are the paraphrased comments:,3,female,"Salvador, Brazil",2019-01-13
gen_a889deb3,The music selection is impressive,3,male,"Hong Kong, China",2016-01-17
gen_07dfa567,"While the app excels with a paid subscription, its free version is quite limited",3,female,"Port Moresby, Papua New Guinea",2019-06-30
gen_62109322,There's an overwhelming number of ads in this app,3,male,"Rosario, Argentina",2018-10-15
gen_33edabf3,Some features should be accessible without requiring a premium upgrade,3,male,"Rabat, Morocco",2017-03-23
gen_25ab91b5,"Frustratingly, I'm unable to go back to a previous song",3,male,"Santa Cruz, Bolivia",2018-10-19
gen_6432474f,Here are the paraphrased comments:,3,male,"Zurich, Switzerland",2015-07-20
gen_e93eb9c6,"I'm still undecided about upgrading to premium, but $15 a month might not be feasible for me",3,male,"Lusaka, Zambia",2017-04-10
gen_a53650e8,The ads are quite dull and unengaging,3,female,"Queenstown, New Zealand",2019-09-29
